train_img,train_mask
train_img_8229.tif,train_mask_8229.tif
train_img_8230.tif,train_mask_8230.tif
train_img_8231.tif,train_mask_8231.tif
train_img_8232.tif,train_mask_8232.tif
train_img_8233.tif,train_mask_8233.tif
train_img_8234.tif,train_mask_8234.tif
train_img_8235.tif,train_mask_8235.tif
train_img_8236.tif,train_mask_8236.tif
train_img_8237.tif,train_mask_8237.tif
train_img_8238.tif,train_mask_8238.tif
train_img_8239.tif,train_mask_8239.tif
train_img_8240.tif,train_mask_8240.tif
train_img_8241.tif,train_mask_8241.tif
train_img_8242.tif,train_mask_8242.tif
train_img_8243.tif,train_mask_8243.tif
train_img_8244.tif,train_mask_8244.tif
train_img_8245.tif,train_mask_8245.tif
train_img_8246.tif,train_mask_8246.tif
train_img_8247.tif,train_mask_8247.tif
train_img_8248.tif,train_mask_8248.tif
train_img_8249.tif,train_mask_8249.tif
train_img_8250.tif,train_mask_8250.tif
train_img_8251.tif,train_mask_8251.tif
train_img_8252.tif,train_mask_8252.tif
train_img_8253.tif,train_mask_8253.tif
train_img_8254.tif,train_mask_8254.tif
train_img_8255.tif,train_mask_8255.tif
train_img_8256.tif,train_mask_8256.tif
train_img_8257.tif,train_mask_8257.tif
train_img_8258.tif,train_mask_8258.tif
train_img_8259.tif,train_mask_8259.tif
train_img_8260.tif,train_mask_8260.tif
train_img_8261.tif,train_mask_8261.tif
train_img_8262.tif,train_mask_8262.tif
train_img_8263.tif,train_mask_8263.tif
train_img_8264.tif,train_mask_8264.tif
train_img_8265.tif,train_mask_8265.tif
train_img_8266.tif,train_mask_8266.tif
train_img_8267.tif,train_mask_8267.tif
train_img_8268.tif,train_mask_8268.tif
train_img_8269.tif,train_mask_8269.tif
train_img_8270.tif,train_mask_8270.tif
train_img_8271.tif,train_mask_8271.tif
train_img_8272.tif,train_mask_8272.tif
train_img_8273.tif,train_mask_8273.tif
train_img_8274.tif,train_mask_8274.tif
train_img_8275.tif,train_mask_8275.tif
train_img_8276.tif,train_mask_8276.tif
train_img_8277.tif,train_mask_8277.tif
train_img_8278.tif,train_mask_8278.tif
train_img_8279.tif,train_mask_8279.tif
train_img_8280.tif,train_mask_8280.tif
train_img_8281.tif,train_mask_8281.tif
train_img_8282.tif,train_mask_8282.tif
train_img_8283.tif,train_mask_8283.tif
train_img_8284.tif,train_mask_8284.tif
train_img_8285.tif,train_mask_8285.tif
train_img_8286.tif,train_mask_8286.tif
train_img_8287.tif,train_mask_8287.tif
train_img_8288.tif,train_mask_8288.tif
train_img_8289.tif,train_mask_8289.tif
train_img_8290.tif,train_mask_8290.tif
train_img_8291.tif,train_mask_8291.tif
train_img_8292.tif,train_mask_8292.tif
train_img_8293.tif,train_mask_8293.tif
train_img_8294.tif,train_mask_8294.tif
train_img_8295.tif,train_mask_8295.tif
train_img_8296.tif,train_mask_8296.tif
train_img_8297.tif,train_mask_8297.tif
train_img_8298.tif,train_mask_8298.tif
train_img_8299.tif,train_mask_8299.tif
train_img_8300.tif,train_mask_8300.tif
train_img_8301.tif,train_mask_8301.tif
train_img_8302.tif,train_mask_8302.tif
train_img_8303.tif,train_mask_8303.tif
train_img_8304.tif,train_mask_8304.tif
train_img_8305.tif,train_mask_8305.tif
train_img_8306.tif,train_mask_8306.tif
train_img_8307.tif,train_mask_8307.tif
train_img_8308.tif,train_mask_8308.tif
train_img_8309.tif,train_mask_8309.tif
train_img_8310.tif,train_mask_8310.tif
train_img_8311.tif,train_mask_8311.tif
train_img_8312.tif,train_mask_8312.tif
train_img_8313.tif,train_mask_8313.tif
train_img_8314.tif,train_mask_8314.tif
train_img_8315.tif,train_mask_8315.tif
train_img_8316.tif,train_mask_8316.tif
train_img_8317.tif,train_mask_8317.tif
train_img_8318.tif,train_mask_8318.tif
train_img_8319.tif,train_mask_8319.tif
train_img_8320.tif,train_mask_8320.tif
train_img_8321.tif,train_mask_8321.tif
train_img_8322.tif,train_mask_8322.tif
train_img_8323.tif,train_mask_8323.tif
train_img_8324.tif,train_mask_8324.tif
train_img_8325.tif,train_mask_8325.tif
train_img_8326.tif,train_mask_8326.tif
train_img_8327.tif,train_mask_8327.tif
train_img_8328.tif,train_mask_8328.tif
train_img_8329.tif,train_mask_8329.tif
train_img_8330.tif,train_mask_8330.tif
train_img_8331.tif,train_mask_8331.tif
train_img_8332.tif,train_mask_8332.tif
train_img_8333.tif,train_mask_8333.tif
train_img_8334.tif,train_mask_8334.tif
train_img_8335.tif,train_mask_8335.tif
train_img_8336.tif,train_mask_8336.tif
train_img_8337.tif,train_mask_8337.tif
train_img_8338.tif,train_mask_8338.tif
train_img_8339.tif,train_mask_8339.tif
train_img_8340.tif,train_mask_8340.tif
train_img_8341.tif,train_mask_8341.tif
train_img_8342.tif,train_mask_8342.tif
train_img_8343.tif,train_mask_8343.tif
train_img_8344.tif,train_mask_8344.tif
train_img_8345.tif,train_mask_8345.tif
train_img_8346.tif,train_mask_8346.tif
train_img_8347.tif,train_mask_8347.tif
train_img_8348.tif,train_mask_8348.tif
train_img_8349.tif,train_mask_8349.tif
train_img_8350.tif,train_mask_8350.tif
train_img_8351.tif,train_mask_8351.tif
train_img_8352.tif,train_mask_8352.tif
train_img_8353.tif,train_mask_8353.tif
train_img_8354.tif,train_mask_8354.tif
train_img_8355.tif,train_mask_8355.tif
train_img_8356.tif,train_mask_8356.tif
train_img_8357.tif,train_mask_8357.tif
train_img_8358.tif,train_mask_8358.tif
train_img_8359.tif,train_mask_8359.tif
train_img_8360.tif,train_mask_8360.tif
train_img_8361.tif,train_mask_8361.tif
train_img_8362.tif,train_mask_8362.tif
train_img_8363.tif,train_mask_8363.tif
train_img_8364.tif,train_mask_8364.tif
train_img_8365.tif,train_mask_8365.tif
train_img_8366.tif,train_mask_8366.tif
train_img_8367.tif,train_mask_8367.tif
train_img_8368.tif,train_mask_8368.tif
train_img_8369.tif,train_mask_8369.tif
train_img_8370.tif,train_mask_8370.tif
train_img_8371.tif,train_mask_8371.tif
train_img_8372.tif,train_mask_8372.tif
train_img_8373.tif,train_mask_8373.tif
train_img_8374.tif,train_mask_8374.tif
train_img_8375.tif,train_mask_8375.tif
train_img_8376.tif,train_mask_8376.tif
train_img_8377.tif,train_mask_8377.tif
train_img_8378.tif,train_mask_8378.tif
train_img_8379.tif,train_mask_8379.tif
train_img_8380.tif,train_mask_8380.tif
train_img_8381.tif,train_mask_8381.tif
train_img_8382.tif,train_mask_8382.tif
train_img_8383.tif,train_mask_8383.tif
train_img_8384.tif,train_mask_8384.tif
train_img_8385.tif,train_mask_8385.tif
train_img_8386.tif,train_mask_8386.tif
train_img_8387.tif,train_mask_8387.tif
train_img_8388.tif,train_mask_8388.tif
train_img_8389.tif,train_mask_8389.tif
train_img_8390.tif,train_mask_8390.tif
train_img_8391.tif,train_mask_8391.tif
train_img_8392.tif,train_mask_8392.tif
train_img_8393.tif,train_mask_8393.tif
train_img_8394.tif,train_mask_8394.tif
train_img_8395.tif,train_mask_8395.tif
train_img_8396.tif,train_mask_8396.tif
train_img_8397.tif,train_mask_8397.tif
train_img_8398.tif,train_mask_8398.tif
train_img_8399.tif,train_mask_8399.tif
train_img_8400.tif,train_mask_8400.tif
train_img_8401.tif,train_mask_8401.tif
train_img_8402.tif,train_mask_8402.tif
train_img_8403.tif,train_mask_8403.tif
train_img_8404.tif,train_mask_8404.tif
train_img_8405.tif,train_mask_8405.tif
train_img_8406.tif,train_mask_8406.tif
train_img_8407.tif,train_mask_8407.tif
train_img_8408.tif,train_mask_8408.tif
train_img_8409.tif,train_mask_8409.tif
train_img_8410.tif,train_mask_8410.tif
train_img_8411.tif,train_mask_8411.tif
train_img_8412.tif,train_mask_8412.tif
train_img_8413.tif,train_mask_8413.tif
train_img_8414.tif,train_mask_8414.tif
train_img_8415.tif,train_mask_8415.tif
train_img_8416.tif,train_mask_8416.tif
train_img_8417.tif,train_mask_8417.tif
train_img_8418.tif,train_mask_8418.tif
train_img_8419.tif,train_mask_8419.tif
train_img_8420.tif,train_mask_8420.tif
train_img_8421.tif,train_mask_8421.tif
train_img_8422.tif,train_mask_8422.tif
train_img_8423.tif,train_mask_8423.tif
train_img_8424.tif,train_mask_8424.tif
train_img_8425.tif,train_mask_8425.tif
train_img_8426.tif,train_mask_8426.tif
train_img_8427.tif,train_mask_8427.tif
train_img_8428.tif,train_mask_8428.tif
train_img_8429.tif,train_mask_8429.tif
train_img_8430.tif,train_mask_8430.tif
train_img_8431.tif,train_mask_8431.tif
train_img_8432.tif,train_mask_8432.tif
train_img_8433.tif,train_mask_8433.tif
train_img_8434.tif,train_mask_8434.tif
train_img_8435.tif,train_mask_8435.tif
train_img_8436.tif,train_mask_8436.tif
train_img_8437.tif,train_mask_8437.tif
train_img_8438.tif,train_mask_8438.tif
train_img_8439.tif,train_mask_8439.tif
train_img_8440.tif,train_mask_8440.tif
train_img_8441.tif,train_mask_8441.tif
train_img_8442.tif,train_mask_8442.tif
train_img_8443.tif,train_mask_8443.tif
train_img_8444.tif,train_mask_8444.tif
train_img_8445.tif,train_mask_8445.tif
train_img_8446.tif,train_mask_8446.tif
train_img_8447.tif,train_mask_8447.tif
train_img_8448.tif,train_mask_8448.tif
train_img_8449.tif,train_mask_8449.tif
train_img_8450.tif,train_mask_8450.tif
train_img_8451.tif,train_mask_8451.tif
train_img_8452.tif,train_mask_8452.tif
train_img_8453.tif,train_mask_8453.tif
train_img_8454.tif,train_mask_8454.tif
train_img_8455.tif,train_mask_8455.tif
train_img_8456.tif,train_mask_8456.tif
train_img_8457.tif,train_mask_8457.tif
train_img_8458.tif,train_mask_8458.tif
train_img_8459.tif,train_mask_8459.tif
train_img_8460.tif,train_mask_8460.tif
train_img_8461.tif,train_mask_8461.tif
train_img_8462.tif,train_mask_8462.tif
train_img_8463.tif,train_mask_8463.tif
train_img_8464.tif,train_mask_8464.tif
train_img_8465.tif,train_mask_8465.tif
train_img_8466.tif,train_mask_8466.tif
train_img_8467.tif,train_mask_8467.tif
train_img_8468.tif,train_mask_8468.tif
train_img_8469.tif,train_mask_8469.tif
train_img_8470.tif,train_mask_8470.tif
train_img_8471.tif,train_mask_8471.tif
train_img_8472.tif,train_mask_8472.tif
train_img_8473.tif,train_mask_8473.tif
train_img_8474.tif,train_mask_8474.tif
train_img_8475.tif,train_mask_8475.tif
train_img_8476.tif,train_mask_8476.tif
train_img_8477.tif,train_mask_8477.tif
train_img_8478.tif,train_mask_8478.tif
train_img_8479.tif,train_mask_8479.tif
train_img_8480.tif,train_mask_8480.tif
train_img_8481.tif,train_mask_8481.tif
train_img_8482.tif,train_mask_8482.tif
train_img_8483.tif,train_mask_8483.tif
train_img_8484.tif,train_mask_8484.tif
train_img_8485.tif,train_mask_8485.tif
train_img_8486.tif,train_mask_8486.tif
train_img_8487.tif,train_mask_8487.tif
train_img_8488.tif,train_mask_8488.tif
train_img_8489.tif,train_mask_8489.tif
train_img_8490.tif,train_mask_8490.tif
train_img_8491.tif,train_mask_8491.tif
train_img_8492.tif,train_mask_8492.tif
train_img_8493.tif,train_mask_8493.tif
train_img_8494.tif,train_mask_8494.tif
train_img_8495.tif,train_mask_8495.tif
train_img_8496.tif,train_mask_8496.tif
train_img_8497.tif,train_mask_8497.tif
train_img_8498.tif,train_mask_8498.tif
train_img_8499.tif,train_mask_8499.tif
train_img_8500.tif,train_mask_8500.tif
train_img_8501.tif,train_mask_8501.tif
train_img_8502.tif,train_mask_8502.tif
train_img_8503.tif,train_mask_8503.tif
train_img_8504.tif,train_mask_8504.tif
train_img_8505.tif,train_mask_8505.tif
train_img_8506.tif,train_mask_8506.tif
train_img_8507.tif,train_mask_8507.tif
train_img_8508.tif,train_mask_8508.tif
train_img_8509.tif,train_mask_8509.tif
train_img_8510.tif,train_mask_8510.tif
train_img_8511.tif,train_mask_8511.tif
train_img_8512.tif,train_mask_8512.tif
train_img_8513.tif,train_mask_8513.tif
train_img_8514.tif,train_mask_8514.tif
train_img_8515.tif,train_mask_8515.tif
train_img_8516.tif,train_mask_8516.tif
train_img_8517.tif,train_mask_8517.tif
train_img_8518.tif,train_mask_8518.tif
train_img_8519.tif,train_mask_8519.tif
train_img_8520.tif,train_mask_8520.tif
train_img_8521.tif,train_mask_8521.tif
train_img_8522.tif,train_mask_8522.tif
train_img_8523.tif,train_mask_8523.tif
train_img_8524.tif,train_mask_8524.tif
train_img_8525.tif,train_mask_8525.tif
train_img_8526.tif,train_mask_8526.tif
train_img_8527.tif,train_mask_8527.tif
train_img_8528.tif,train_mask_8528.tif
train_img_8529.tif,train_mask_8529.tif
train_img_8530.tif,train_mask_8530.tif
train_img_8531.tif,train_mask_8531.tif
train_img_8532.tif,train_mask_8532.tif
train_img_8533.tif,train_mask_8533.tif
train_img_8534.tif,train_mask_8534.tif
train_img_8535.tif,train_mask_8535.tif
train_img_8536.tif,train_mask_8536.tif
train_img_8537.tif,train_mask_8537.tif
train_img_8538.tif,train_mask_8538.tif
train_img_8539.tif,train_mask_8539.tif
train_img_8540.tif,train_mask_8540.tif
train_img_8541.tif,train_mask_8541.tif
train_img_8542.tif,train_mask_8542.tif
train_img_8543.tif,train_mask_8543.tif
train_img_8544.tif,train_mask_8544.tif
train_img_8545.tif,train_mask_8545.tif
train_img_8546.tif,train_mask_8546.tif
train_img_8547.tif,train_mask_8547.tif
train_img_8548.tif,train_mask_8548.tif
train_img_8549.tif,train_mask_8549.tif
train_img_8550.tif,train_mask_8550.tif
train_img_8551.tif,train_mask_8551.tif
train_img_8552.tif,train_mask_8552.tif
train_img_8553.tif,train_mask_8553.tif
train_img_8554.tif,train_mask_8554.tif
train_img_8555.tif,train_mask_8555.tif
train_img_8556.tif,train_mask_8556.tif
train_img_8557.tif,train_mask_8557.tif
train_img_8558.tif,train_mask_8558.tif
train_img_8559.tif,train_mask_8559.tif
train_img_8560.tif,train_mask_8560.tif
train_img_8561.tif,train_mask_8561.tif
train_img_8562.tif,train_mask_8562.tif
train_img_8563.tif,train_mask_8563.tif
train_img_8564.tif,train_mask_8564.tif
train_img_8565.tif,train_mask_8565.tif
train_img_8566.tif,train_mask_8566.tif
train_img_8567.tif,train_mask_8567.tif
train_img_8568.tif,train_mask_8568.tif
train_img_8569.tif,train_mask_8569.tif
train_img_8570.tif,train_mask_8570.tif
train_img_8571.tif,train_mask_8571.tif
train_img_8572.tif,train_mask_8572.tif
train_img_8573.tif,train_mask_8573.tif
train_img_8574.tif,train_mask_8574.tif
train_img_8575.tif,train_mask_8575.tif
train_img_8576.tif,train_mask_8576.tif
train_img_8577.tif,train_mask_8577.tif
train_img_8578.tif,train_mask_8578.tif
train_img_8579.tif,train_mask_8579.tif
train_img_8580.tif,train_mask_8580.tif
train_img_8581.tif,train_mask_8581.tif
train_img_8582.tif,train_mask_8582.tif
train_img_8583.tif,train_mask_8583.tif
train_img_8584.tif,train_mask_8584.tif
train_img_8585.tif,train_mask_8585.tif
train_img_8586.tif,train_mask_8586.tif
train_img_8587.tif,train_mask_8587.tif
train_img_8588.tif,train_mask_8588.tif
train_img_8589.tif,train_mask_8589.tif
train_img_8590.tif,train_mask_8590.tif
train_img_8591.tif,train_mask_8591.tif
train_img_8592.tif,train_mask_8592.tif
train_img_8593.tif,train_mask_8593.tif
train_img_8594.tif,train_mask_8594.tif
train_img_8595.tif,train_mask_8595.tif
train_img_8596.tif,train_mask_8596.tif
train_img_8597.tif,train_mask_8597.tif
train_img_8598.tif,train_mask_8598.tif
train_img_8599.tif,train_mask_8599.tif
train_img_8600.tif,train_mask_8600.tif
train_img_8601.tif,train_mask_8601.tif
train_img_8602.tif,train_mask_8602.tif
train_img_8603.tif,train_mask_8603.tif
train_img_8604.tif,train_mask_8604.tif
train_img_8605.tif,train_mask_8605.tif
train_img_8606.tif,train_mask_8606.tif
train_img_8607.tif,train_mask_8607.tif
train_img_8608.tif,train_mask_8608.tif
train_img_8609.tif,train_mask_8609.tif
train_img_8610.tif,train_mask_8610.tif
train_img_8611.tif,train_mask_8611.tif
train_img_8612.tif,train_mask_8612.tif
train_img_8613.tif,train_mask_8613.tif
train_img_8614.tif,train_mask_8614.tif
train_img_8615.tif,train_mask_8615.tif
train_img_8616.tif,train_mask_8616.tif
train_img_8617.tif,train_mask_8617.tif
train_img_8618.tif,train_mask_8618.tif
train_img_8619.tif,train_mask_8619.tif
train_img_8620.tif,train_mask_8620.tif
train_img_8621.tif,train_mask_8621.tif
train_img_8622.tif,train_mask_8622.tif
train_img_8623.tif,train_mask_8623.tif
train_img_8624.tif,train_mask_8624.tif
train_img_8625.tif,train_mask_8625.tif
train_img_8626.tif,train_mask_8626.tif
train_img_8627.tif,train_mask_8627.tif
train_img_8628.tif,train_mask_8628.tif
train_img_8629.tif,train_mask_8629.tif
train_img_8630.tif,train_mask_8630.tif
train_img_8631.tif,train_mask_8631.tif
train_img_8632.tif,train_mask_8632.tif
train_img_8633.tif,train_mask_8633.tif
train_img_8634.tif,train_mask_8634.tif
train_img_8635.tif,train_mask_8635.tif
train_img_8636.tif,train_mask_8636.tif
train_img_8637.tif,train_mask_8637.tif
train_img_8638.tif,train_mask_8638.tif
train_img_8639.tif,train_mask_8639.tif
train_img_8640.tif,train_mask_8640.tif
train_img_8641.tif,train_mask_8641.tif
train_img_8642.tif,train_mask_8642.tif
train_img_8643.tif,train_mask_8643.tif
train_img_8644.tif,train_mask_8644.tif
train_img_8645.tif,train_mask_8645.tif
train_img_8646.tif,train_mask_8646.tif
train_img_8647.tif,train_mask_8647.tif
train_img_8648.tif,train_mask_8648.tif
train_img_8649.tif,train_mask_8649.tif
train_img_8650.tif,train_mask_8650.tif
train_img_8651.tif,train_mask_8651.tif
train_img_8652.tif,train_mask_8652.tif
train_img_8653.tif,train_mask_8653.tif
train_img_8654.tif,train_mask_8654.tif
train_img_8655.tif,train_mask_8655.tif
train_img_8656.tif,train_mask_8656.tif
train_img_8657.tif,train_mask_8657.tif
train_img_8658.tif,train_mask_8658.tif
train_img_8659.tif,train_mask_8659.tif
train_img_8660.tif,train_mask_8660.tif
train_img_8661.tif,train_mask_8661.tif
train_img_8662.tif,train_mask_8662.tif
train_img_8663.tif,train_mask_8663.tif
train_img_8664.tif,train_mask_8664.tif
train_img_8665.tif,train_mask_8665.tif
train_img_8666.tif,train_mask_8666.tif
train_img_8667.tif,train_mask_8667.tif
train_img_8668.tif,train_mask_8668.tif
train_img_8669.tif,train_mask_8669.tif
train_img_8670.tif,train_mask_8670.tif
train_img_8671.tif,train_mask_8671.tif
train_img_8672.tif,train_mask_8672.tif
train_img_8673.tif,train_mask_8673.tif
train_img_8674.tif,train_mask_8674.tif
train_img_8675.tif,train_mask_8675.tif
train_img_8676.tif,train_mask_8676.tif
train_img_8677.tif,train_mask_8677.tif
train_img_8678.tif,train_mask_8678.tif
train_img_8679.tif,train_mask_8679.tif
train_img_8680.tif,train_mask_8680.tif
train_img_8681.tif,train_mask_8681.tif
train_img_8682.tif,train_mask_8682.tif
train_img_8683.tif,train_mask_8683.tif
train_img_8684.tif,train_mask_8684.tif
train_img_8685.tif,train_mask_8685.tif
train_img_8686.tif,train_mask_8686.tif
train_img_8687.tif,train_mask_8687.tif
train_img_8688.tif,train_mask_8688.tif
train_img_8689.tif,train_mask_8689.tif
train_img_8690.tif,train_mask_8690.tif
train_img_8691.tif,train_mask_8691.tif
train_img_8692.tif,train_mask_8692.tif
train_img_8693.tif,train_mask_8693.tif
train_img_8694.tif,train_mask_8694.tif
train_img_8695.tif,train_mask_8695.tif
train_img_8696.tif,train_mask_8696.tif
train_img_8697.tif,train_mask_8697.tif
train_img_8698.tif,train_mask_8698.tif
train_img_8699.tif,train_mask_8699.tif
train_img_8700.tif,train_mask_8700.tif
train_img_8701.tif,train_mask_8701.tif
train_img_8702.tif,train_mask_8702.tif
train_img_8703.tif,train_mask_8703.tif
train_img_8704.tif,train_mask_8704.tif
train_img_8705.tif,train_mask_8705.tif
train_img_8706.tif,train_mask_8706.tif
train_img_8707.tif,train_mask_8707.tif
train_img_8708.tif,train_mask_8708.tif
train_img_8709.tif,train_mask_8709.tif
train_img_8710.tif,train_mask_8710.tif
train_img_8711.tif,train_mask_8711.tif
train_img_8712.tif,train_mask_8712.tif
train_img_8713.tif,train_mask_8713.tif
train_img_8714.tif,train_mask_8714.tif
train_img_8715.tif,train_mask_8715.tif
train_img_8716.tif,train_mask_8716.tif
train_img_8717.tif,train_mask_8717.tif
train_img_8718.tif,train_mask_8718.tif
train_img_8719.tif,train_mask_8719.tif
train_img_8720.tif,train_mask_8720.tif
train_img_8721.tif,train_mask_8721.tif
train_img_8722.tif,train_mask_8722.tif
train_img_8723.tif,train_mask_8723.tif
train_img_8724.tif,train_mask_8724.tif
train_img_8725.tif,train_mask_8725.tif
train_img_8726.tif,train_mask_8726.tif
train_img_8727.tif,train_mask_8727.tif
train_img_8728.tif,train_mask_8728.tif
train_img_8729.tif,train_mask_8729.tif
train_img_8730.tif,train_mask_8730.tif
train_img_8731.tif,train_mask_8731.tif
train_img_8732.tif,train_mask_8732.tif
train_img_8733.tif,train_mask_8733.tif
train_img_8734.tif,train_mask_8734.tif
train_img_8735.tif,train_mask_8735.tif
train_img_8736.tif,train_mask_8736.tif
train_img_8737.tif,train_mask_8737.tif
train_img_8738.tif,train_mask_8738.tif
train_img_8739.tif,train_mask_8739.tif
train_img_8740.tif,train_mask_8740.tif
train_img_8741.tif,train_mask_8741.tif
train_img_8742.tif,train_mask_8742.tif
train_img_8743.tif,train_mask_8743.tif
train_img_8744.tif,train_mask_8744.tif
train_img_8745.tif,train_mask_8745.tif
train_img_8746.tif,train_mask_8746.tif
train_img_8747.tif,train_mask_8747.tif
train_img_8748.tif,train_mask_8748.tif
train_img_8749.tif,train_mask_8749.tif
train_img_8750.tif,train_mask_8750.tif
train_img_8751.tif,train_mask_8751.tif
train_img_8752.tif,train_mask_8752.tif
train_img_8753.tif,train_mask_8753.tif
train_img_8754.tif,train_mask_8754.tif
train_img_8755.tif,train_mask_8755.tif
train_img_8756.tif,train_mask_8756.tif
train_img_8757.tif,train_mask_8757.tif
train_img_8758.tif,train_mask_8758.tif
train_img_8759.tif,train_mask_8759.tif
train_img_8760.tif,train_mask_8760.tif
train_img_8761.tif,train_mask_8761.tif
train_img_8762.tif,train_mask_8762.tif
train_img_8763.tif,train_mask_8763.tif
train_img_8764.tif,train_mask_8764.tif
train_img_8765.tif,train_mask_8765.tif
train_img_8766.tif,train_mask_8766.tif
train_img_8767.tif,train_mask_8767.tif
train_img_8768.tif,train_mask_8768.tif
train_img_8769.tif,train_mask_8769.tif
train_img_8770.tif,train_mask_8770.tif
train_img_8771.tif,train_mask_8771.tif
train_img_8772.tif,train_mask_8772.tif
train_img_8773.tif,train_mask_8773.tif
train_img_8774.tif,train_mask_8774.tif
train_img_8775.tif,train_mask_8775.tif
train_img_8776.tif,train_mask_8776.tif
train_img_8777.tif,train_mask_8777.tif
train_img_8778.tif,train_mask_8778.tif
train_img_8779.tif,train_mask_8779.tif
train_img_8780.tif,train_mask_8780.tif
train_img_8781.tif,train_mask_8781.tif
train_img_8782.tif,train_mask_8782.tif
train_img_8783.tif,train_mask_8783.tif
train_img_8784.tif,train_mask_8784.tif
train_img_8785.tif,train_mask_8785.tif
train_img_8786.tif,train_mask_8786.tif
train_img_8787.tif,train_mask_8787.tif
train_img_8788.tif,train_mask_8788.tif
train_img_8789.tif,train_mask_8789.tif
train_img_8790.tif,train_mask_8790.tif
train_img_8791.tif,train_mask_8791.tif
train_img_8792.tif,train_mask_8792.tif
train_img_8793.tif,train_mask_8793.tif
train_img_8794.tif,train_mask_8794.tif
train_img_8795.tif,train_mask_8795.tif
train_img_8796.tif,train_mask_8796.tif
train_img_8797.tif,train_mask_8797.tif
train_img_8798.tif,train_mask_8798.tif
train_img_8799.tif,train_mask_8799.tif
train_img_8800.tif,train_mask_8800.tif
train_img_8801.tif,train_mask_8801.tif
train_img_8802.tif,train_mask_8802.tif
train_img_8803.tif,train_mask_8803.tif
train_img_8804.tif,train_mask_8804.tif
train_img_8805.tif,train_mask_8805.tif
train_img_8806.tif,train_mask_8806.tif
train_img_8807.tif,train_mask_8807.tif
train_img_8808.tif,train_mask_8808.tif
train_img_8809.tif,train_mask_8809.tif
train_img_8810.tif,train_mask_8810.tif
train_img_8811.tif,train_mask_8811.tif
train_img_8812.tif,train_mask_8812.tif
train_img_8813.tif,train_mask_8813.tif
train_img_8814.tif,train_mask_8814.tif
train_img_8815.tif,train_mask_8815.tif
train_img_8816.tif,train_mask_8816.tif
train_img_8817.tif,train_mask_8817.tif
train_img_8818.tif,train_mask_8818.tif
train_img_8819.tif,train_mask_8819.tif
train_img_8820.tif,train_mask_8820.tif
train_img_8821.tif,train_mask_8821.tif
train_img_8822.tif,train_mask_8822.tif
train_img_8823.tif,train_mask_8823.tif
train_img_8824.tif,train_mask_8824.tif
train_img_8825.tif,train_mask_8825.tif
train_img_8826.tif,train_mask_8826.tif
train_img_8827.tif,train_mask_8827.tif
train_img_8828.tif,train_mask_8828.tif
train_img_8829.tif,train_mask_8829.tif
train_img_8830.tif,train_mask_8830.tif
train_img_8831.tif,train_mask_8831.tif
train_img_8832.tif,train_mask_8832.tif
train_img_8833.tif,train_mask_8833.tif
train_img_8834.tif,train_mask_8834.tif
train_img_8835.tif,train_mask_8835.tif
train_img_8836.tif,train_mask_8836.tif
train_img_8837.tif,train_mask_8837.tif
train_img_8838.tif,train_mask_8838.tif
train_img_8839.tif,train_mask_8839.tif
train_img_8840.tif,train_mask_8840.tif
train_img_8841.tif,train_mask_8841.tif
train_img_8842.tif,train_mask_8842.tif
train_img_8843.tif,train_mask_8843.tif
train_img_8844.tif,train_mask_8844.tif
train_img_8845.tif,train_mask_8845.tif
train_img_8846.tif,train_mask_8846.tif
train_img_8847.tif,train_mask_8847.tif
train_img_8848.tif,train_mask_8848.tif
train_img_8849.tif,train_mask_8849.tif
train_img_8850.tif,train_mask_8850.tif
train_img_8851.tif,train_mask_8851.tif
train_img_8852.tif,train_mask_8852.tif
train_img_8853.tif,train_mask_8853.tif
train_img_8854.tif,train_mask_8854.tif
train_img_8855.tif,train_mask_8855.tif
train_img_8856.tif,train_mask_8856.tif
train_img_8857.tif,train_mask_8857.tif
train_img_8858.tif,train_mask_8858.tif
train_img_8859.tif,train_mask_8859.tif
train_img_8860.tif,train_mask_8860.tif
train_img_8861.tif,train_mask_8861.tif
train_img_8862.tif,train_mask_8862.tif
train_img_8863.tif,train_mask_8863.tif
train_img_8864.tif,train_mask_8864.tif
train_img_8865.tif,train_mask_8865.tif
train_img_8866.tif,train_mask_8866.tif
train_img_8867.tif,train_mask_8867.tif
train_img_8868.tif,train_mask_8868.tif
train_img_8869.tif,train_mask_8869.tif
train_img_8870.tif,train_mask_8870.tif
train_img_8871.tif,train_mask_8871.tif
train_img_8872.tif,train_mask_8872.tif
train_img_8873.tif,train_mask_8873.tif
train_img_8874.tif,train_mask_8874.tif
train_img_8875.tif,train_mask_8875.tif
train_img_8876.tif,train_mask_8876.tif
train_img_8877.tif,train_mask_8877.tif
train_img_8878.tif,train_mask_8878.tif
train_img_8879.tif,train_mask_8879.tif
train_img_8880.tif,train_mask_8880.tif
train_img_8881.tif,train_mask_8881.tif
train_img_8882.tif,train_mask_8882.tif
train_img_8883.tif,train_mask_8883.tif
train_img_8884.tif,train_mask_8884.tif
train_img_8885.tif,train_mask_8885.tif
train_img_8886.tif,train_mask_8886.tif
train_img_8887.tif,train_mask_8887.tif
train_img_8888.tif,train_mask_8888.tif
train_img_8889.tif,train_mask_8889.tif
train_img_8890.tif,train_mask_8890.tif
train_img_8891.tif,train_mask_8891.tif
train_img_8892.tif,train_mask_8892.tif
train_img_8893.tif,train_mask_8893.tif
train_img_8894.tif,train_mask_8894.tif
